docid,lang
test8478,fr
test8479,en
test8480,en
test8481,en
test8482,nl
test8483,ru
test8484,it
test8485,en
test8486,fa
test8487,es
test8488,fa
test8489,bg
test8490,ru
test8491,en
test8492,de
test8493,en
test8494,nl
test8495,fr
test8496,nl
test8497,de
test8498,fa
test8499,ru
test8500,en
test8501,it
test8502,de
test8503,en
test8504,nl
test8505,es
test8506,en
test8507,uk
test8508,de
test8509,en
test8510,ru
test8511,nl
test8512,nl
test8513,hi
test8514,nl
test8515,unk
test8516,es
test8517,bg
test8518,it
test8519,hi
test8520,th
test8521,nl
test8522,nl
test8523,ru
test8524,de
test8525,de
test8526,de
test8527,en
test8528,es
test8529,ru
test8530,en
test8531,ur
test8532,ar
test8533,nl
test8534,nl
test8535,mr
test8536,ru
test8537,unk
test8538,en
test8539,ne
test8540,es
test8541,de
test8542,uk
test8543,ur
test8544,ne
test8545,en
test8546,th
test8547,en
test8548,unk
test8549,ja
test8550,uk
test8551,en
test8552,nl
test8553,en
test8554,es
test8555,fa
test8556,ne
test8557,unk
test8558,ru
test8559,ru
test8560,nl
test8561,ru
test8562,ur
test8563,fr
test8564,en
test8565,fr
test8566,ne
test8567,en
test8568,bg
test8569,fr
test8570,ru
test8571,fa
test8572,ru
test8573,ko
test8574,en
test8575,hi
test8576,en
test8577,ru
test8578,mr
test8579,ru
test8580,ru
test8581,en
test8582,unk
test8583,fa
test8584,mr
test8585,fr
test8586,unk
test8587,fr
test8588,ru
test8589,unk
test8590,fa
test8591,hi
test8592,en
test8593,en
test8594,uk
test8595,ar
test8596,ru
test8597,ja
test8598,en
test8599,en
test8600,ru
test8601,uk
test8602,uk
test8603,unk
test8604,es
test8605,es
test8606,de
test8607,hi
test8608,en
test8609,en
test8610,nl
test8611,it
test8612,es
test8613,ar
test8614,fr
test8615,ar
test8616,es
test8617,ru
test8618,it
test8619,ru
test8620,unk
test8621,nl
test8622,fa
test8623,es
test8624,en
test8625,bg
test8626,en
test8627,en
test8628,ne
test8629,en
test8630,de
test8631,it
test8632,uk
test8633,en
test8634,unk
test8635,es
test8636,fr
test8637,en
test8638,he
test8639,unk
test8640,ru
test8641,ar
test8642,fr
test8643,nl
test8644,unk
test8645,hi
test8646,ne
test8647,es
test8648,it
test8649,de
test8650,mr
test8651,en
test8652,ne
test8653,en
test8654,uk
test8655,uk
test8656,es
test8657,ru
test8658,ru
test8659,fa
test8660,it
test8661,unk
test8662,ja
test8663,ar
test8664,uk
test8665,en
test8666,fr
test8667,en
test8668,unk
test8669,uk
test8670,de
test8671,nl
test8672,en
test8673,mr
test8674,fr
test8675,bg
test8676,de
test8677,en
test8678,mr
test8679,ru
test8680,unk
test8681,ru
test8682,ja
test8683,ne
test8684,mr
test8685,bg
test8686,en
test8687,en
test8688,mr
test8689,it
test8690,fr
test8691,en
test8692,fa
test8693,fr
test8694,he
test8695,ru
test8696,bg
test8697,unk
test8698,uk
test8699,de
test8700,it
test8701,de
test8702,it
test8703,es
test8704,en
test8705,ru
test8706,it
test8707,ru
test8708,en
test8709,en
test8710,fr
test8711,es
test8712,bg
test8713,en
test8714,uk
test8715,es
test8716,fa
test8717,es
test8718,en
test8719,bg
test8720,uk
test8721,de
test8722,ja
test8723,ur
test8724,es
test8725,unk
test8726,unk
test8727,hi
test8728,ar
test8729,en
test8730,en
test8731,en
test8732,uk
test8733,en
test8734,it
test8735,en
test8736,en
test8737,unk
test8738,es
test8739,en
test8740,bg
test8741,bg
test8742,en
test8743,es
test8744,es
test8745,unk
test8746,es
test8747,nl
test8748,en
test8749,es
test8750,ko
test8751,ja
test8752,fa
test8753,en
test8754,nl
test8755,de
test8756,zh
test8757,es
test8758,nl
test8759,unk
test8760,it
test8761,en
test8762,bg
test8763,it
test8764,ar
test8765,ur
test8766,en
test8767,uk
test8768,hi
test8769,en
test8770,fr
test8771,en
test8772,nl
test8773,en
test8774,ru
test8775,en
test8776,de
test8777,en
test8778,en
test8779,bg
test8780,ru
test8781,bg
test8782,ru
test8783,it
test8784,de
test8785,en
test8786,fa
test8787,uk
test8788,en
test8789,en
test8790,fa
test8791,fa
test8792,en
test8793,it
test8794,fr
test8795,ru
test8796,ru
test8797,it
test8798,ru
test8799,unk
test8800,ko
test8801,ru
test8802,de
test8803,bg
test8804,en
test8805,ru
test8806,ru
test8807,en
test8808,fr
test8809,en
test8810,it
test8811,en
test8812,bg
test8813,it
test8814,bg
test8815,fa
test8816,he
test8817,fr
test8818,de
test8819,bg
test8820,uk
test8821,unk
test8822,ru
test8823,fr
test8824,de
test8825,bg
test8826,hi
test8827,nl
test8828,mr
test8829,de
test8830,ru
test8831,es
test8832,en
test8833,es
test8834,fr
test8835,en
test8836,fr
test8837,unk
test8838,fr
test8839,ne
test8840,fr
test8841,it
test8842,ru
test8843,fr
test8844,unk
test8845,it
test8846,fr
test8847,es
test8848,en
test8849,en
test8850,fa
test8851,en
test8852,nl
test8853,mr
test8854,ja
test8855,nl
test8856,mr
test8857,ar
test8858,de
test8859,ru
test8860,fa
test8861,unk
test8862,es
test8863,en
test8864,ru
test8865,mr
test8866,fr
test8867,en
test8868,fr
test8869,unk
test8870,en
test8871,it
test8872,de
test8873,uk
test8874,fr
test8875,it
test8876,mr
test8877,ne
test8878,en
test8879,ne
test8880,nl
test8881,en
test8882,uk
test8883,en
test8884,en
test8885,fr
test8886,ar
test8887,ru
test8888,hi
test8889,fr
